Start_Date,Data Value,Date
12/01/2012,13.09,2012-12-01
12/01/2012,9.96,2012-12-01
12/01/2009,8.99,2009-12-01
06/01/2015,8.94,2015-06-01
06/01/2019,7.39,2019-06-01
12/01/2019,6.95,2019-12-01
12/31/2015,12.48,2015-12-31
01/01/2018,11.98,2018-01-01
06/01/2021,6.58,2021-06-01
12/01/2019,7.7,2019-12-01
06/01/2019,7.91,2019-06-01
12/01/2008,10.44,2008-12-01
01/01/2015,8.51,2015-01-01
12/01/2018,6.53,2018-12-01
12/01/2009,8.81,2009-12-01
12/01/2012,9.71,2012-12-01
06/01/2015,8.62,2015-06-01
06/01/2019,7.31,2019-06-01
12/01/2019,6.38,2019-12-01
06/01/2012,9.9,2012-06-01
06/01/2013,9.27,2013-06-01
12/31/2015,6.78,2015-12-31
01/01/2018,6.35,2018-01-01
06/01/2021,7.75,2021-06-01
06/01/2014,7.77,2014-06-01
12/01/2018,6.46,2018-12-01
12/01/2008,15.74,2008-12-01
12/01/2011,30.52,2011-12-01
12/01/2009,26.35,2009-12-01
12/01/2013,20.0,2013-12-01
12/01/2016,25.06,2016-12-01
06/01/2009,30.26,2009-06-01
06/01/2017,27.95,2017-06-01
06/01/2020,15.12,2020-06-01
06/01/2017,21.32,2017-06-01
06/01/2009,27.97,2009-06-01
12/01/2010,14.25,2010-12-01
06/01/2009,12.54,2009-06-01
01/01/2021,7.73,2021-01-01
12/01/2012,8.03,2012-12-01
01/01/2021,6.29,2021-01-01
01/01/2015,9.61,2015-01-01
12/01/2018,8.1,2018-12-01
01/01/2015,8.0,2015-01-01
01/01/2020,5.78,2020-01-01
12/01/2018,6.59,2018-12-01
06/01/2014,10.43,2014-06-01
01/01/2015,10.21,2015-01-01
12/01/2012,10.44,2012-12-01
12/01/2010,11.81,2010-12-01
06/01/2009,10.5,2009-06-01
12/01/2013,10.79,2013-12-01
12/01/2011,8.23,2011-12-01
12/01/2009,9.01,2009-12-01
12/01/2013,8.5,2013-12-01
01/01/2017,8.42,2017-01-01
01/01/2018,6.95,2018-01-01
06/01/2012,10.45,2012-06-01
06/01/2013,10.35,2013-06-01
12/31/2015,7.81,2015-12-31
01/01/2018,7.32,2018-01-01
06/01/2021,8.83,2021-06-01
01/01/2018,6.78,2018-01-01
06/01/2012,11.18,2012-06-01
12/01/2008,32.79,2008-12-01
12/01/2019,11.04,2019-12-01
06/01/2019,10.79,2019-06-01
12/01/2010,14.07,2010-12-01
12/01/2014,10.85,2014-12-01
01/01/2017,8.35,2017-01-01
06/01/2009,11.13,2009-06-01
12/01/2012,9.13,2012-12-01
01/01/2021,7.14,2021-01-01
12/01/2010,14.08,2010-12-01
01/01/2021,6.57,2021-01-01
06/01/2009,11.03,2009-06-01
12/01/2012,8.51,2012-12-01
06/01/2009,10.56,2009-06-01
12/01/2010,12.29,2010-12-01
12/01/2014,10.23,2014-12-01
01/01/2021,6.78,2021-01-01
06/01/2015,31.66,2015-06-01
06/01/2015,32.59,2015-06-01
01/01/2020,14.75,2020-01-01
06/01/2014,13.61,2014-06-01
12/01/2010,21.54,2010-12-01
01/01/2015,18.68,2015-01-01
06/01/2011,32.97,2011-06-01
06/01/2010,33.32,2010-06-01
06/01/2010,33.96,2010-06-01
06/01/2016,33.48,2016-06-01
06/01/2016,31.35,2016-06-01
06/01/2020,30.85,2020-06-01
06/01/2018,31.24,2018-06-01
12/01/2009,26.35,2009-12-01
06/01/2020,10.49,2020-06-01
06/01/2009,27.88,2009-06-01
06/01/2017,30.06,2017-06-01
06/01/2018,30.96,2018-06-01
06/01/2016,15.6,2016-06-01
06/01/2017,29.44,2017-06-01
06/01/2009,28.0,2009-06-01
12/01/2020,6.67,2020-12-01
12/01/2015,7.8,2015-12-01
06/01/2016,7.83,2016-06-01
12/01/2015,8.61,2015-12-01
06/01/2016,8.12,2016-06-01
12/01/2020,6.67,2020-12-01
06/01/2011,10.99,2011-06-01
06/01/2010,11.25,2010-06-01
12/01/2015,7.35,2015-12-01
06/01/2016,7.37,2016-06-01
12/01/2010,13.05,2010-12-01
12/01/2012,9.13,2012-12-01
06/01/2009,11.13,2009-06-01
12/01/2014,9.87,2014-12-01
01/01/2017,7.93,2017-01-01
12/01/2011,9.46,2011-12-01
01/01/2015,9.17,2015-01-01
12/01/2010,9.36,2010-12-01
12/01/2008,9.63,2008-12-01
06/01/2014,7.89,2014-06-01
01/01/2015,7.82,2015-01-01
06/01/2021,8.99,2021-06-01
06/01/2011,11.92,2011-06-01
12/01/2015,8.6,2015-12-01
06/01/2011,10.96,2011-06-01
06/01/2010,11.35,2010-06-01
12/01/2015,7.43,2015-12-01
06/01/2016,7.79,2016-06-01
06/01/2017,29.23,2017-06-01
06/01/2009,28.5,2009-06-01
01/02/2012,38.06,2012-01-02
01/01/2015,36.2,2015-01-01
06/01/2011,32.63,2011-06-01
06/01/2010,33.25,2010-06-01
12/01/2015,23.59,2015-12-01
06/01/2016,13.7,2016-06-01
12/01/2020,22.57,2020-12-01
06/01/2016,14.24,2016-06-01
01/01/2016,20.6,2016-01-01
01/01/2016,36.2,2016-01-01
01/01/2005,34.3,2005-01-01
01/01/2016,25.7,2016-01-01
01/01/2005,23.9,2005-01-01
01/01/2021,16.73,2021-01-01
06/01/2021,27.11,2021-06-01
06/01/2012,16.63,2012-06-01
06/01/2013,16.42,2013-06-01
12/01/2011,19.78,2011-12-01
12/01/2011,25.76,2011-12-01
12/01/2011,34.33,2011-12-01
12/01/2010,31.37,2010-12-01
12/01/2012,21.36,2012-12-01
06/01/2009,21.58,2009-06-01
12/01/2016,25.1,2016-12-01
06/01/2018,13.13,2018-06-01
06/01/2020,11.32,2020-06-01
12/01/2016,25.7,2016-12-01
06/01/2017,14.29,2017-06-01
01/01/2015,20.4,2015-01-01
01/02/2012,28.52,2012-01-02
01/02/2012,116.42,2012-01-02
01/01/2015,95.1,2015-01-01
06/01/2017,30.32,2017-06-01
06/01/2018,31.09,2018-06-01
06/01/2009,27.58,2009-06-01
06/01/2018,31.33,2018-06-01
12/01/2011,25.73,2011-12-01
12/01/2009,29.02,2009-12-01
06/01/2018,13.63,2018-06-01
12/01/2016,25.48,2016-12-01
06/01/2011,33.17,2011-06-01
06/01/2010,34.3,2010-06-01
06/01/2016,34.18,2016-06-01
12/01/2014,20.67,2014-12-01
01/01/2017,12.66,2017-01-01
12/01/2014,21.27,2014-12-01
01/01/2017,14.63,2017-01-01
06/01/2020,31.49,2020-06-01
06/01/2018,35.18,2018-06-01
12/01/2015,21.29,2015-12-01
06/01/2021,29.19,2021-06-01
06/01/2012,33.14,2012-06-01
06/01/2013,30.61,2013-06-01
06/01/2010,38.98,2010-06-01
01/01/2015,17.6,2015-01-01
01/02/2012,16.19,2012-01-02
01/02/2012,7.46,2012-01-02
01/01/2009,17.3,2009-01-01
01/01/2009,9.6,2009-01-01
06/01/2021,9.63,2021-06-01
06/01/2012,12.22,2012-06-01
06/01/2013,11.28,2013-06-01
12/31/2015,14.93,2015-12-31
01/01/2018,14.26,2018-01-01
06/01/2020,30.2,2020-06-01
06/01/2009,25.43,2009-06-01
01/01/2019,19.98,2019-01-01
12/01/2014,10.29,2014-12-01
12/01/2010,10.6,2010-12-01
12/01/2008,10.99,2008-12-01
01/01/2015,9.17,2015-01-01
06/01/2014,8.65,2014-06-01
01/01/2020,5.89,2020-01-01
06/01/2014,8.71,2014-06-01
12/01/2018,7.19,2018-12-01
12/01/2008,11.55,2008-12-01
12/01/2008,10.44,2008-12-01
12/01/2010,9.95,2010-12-01
12/01/2014,9.09,2014-12-01
01/01/2017,7.32,2017-01-01
01/01/2021,6.54,2021-01-01
12/01/2010,13.06,2010-12-01
12/01/2014,9.87,2014-12-01
01/01/2017,7.93,2017-01-01
06/01/2009,12.9,2009-06-01
12/01/2014,11.01,2014-12-01
12/31/2015,7.75,2015-12-31
01/01/2018,7.04,2018-01-01
12/31/2015,7.12,2015-12-31
12/01/2009,9.73,2009-12-01
12/01/2011,8.97,2011-12-01
12/01/2013,8.85,2013-12-01
06/01/2017,8.85,2017-06-01
06/01/2018,8.33,2018-06-01
12/01/2016,7.93,2016-12-01
06/01/2020,6.91,2020-06-01
12/01/2009,9.84,2009-12-01
06/01/2015,9.68,2015-06-01
06/01/2019,8.39,2019-06-01
12/01/2019,7.71,2019-12-01
01/01/2015,8.91,2015-01-01
06/01/2014,8.87,2014-06-01
06/01/2015,9.6,2015-06-01
06/01/2019,8.16,2019-06-01
12/01/2019,7.53,2019-12-01
12/01/2015,24.18,2015-12-01
06/01/2012,21.81,2012-06-01
06/01/2013,21.54,2013-06-01
06/01/2013,30.68,2013-06-01
06/01/2011,33.87,2011-06-01
12/01/2012,10.33,2012-12-01
12/01/2011,9.14,2011-12-01
12/01/2011,8.88,2011-12-01
12/01/2011,9.07,2011-12-01
01/02/2012,16.52,2012-01-02
01/01/2015,14.9,2015-01-01
01/02/2012,10.24,2012-01-02
01/01/2015,7.8,2015-01-01
12/01/2008,13.67,2008-12-01
12/01/2013,11.91,2013-12-01
12/01/2013,11.62,2013-12-01
12/01/2013,11.98,2013-12-01
01/01/2015,11.7,2015-01-01
06/01/2010,34.31,2010-06-01
06/01/2016,34.57,2016-06-01
12/01/2017,8.51,2017-12-01
01/01/2019,7.0,2019-01-01
12/01/2017,27.7,2017-12-01
12/01/2017,20.95,2017-12-01
12/01/2013,33.32,2013-12-01
01/01/2019,22.39,2019-01-01
12/01/2017,28.73,2017-12-01
06/01/2019,13.0,2019-06-01
12/01/2009,25.31,2009-12-01
12/01/2012,27.35,2012-12-01
06/01/2015,16.54,2015-06-01
06/01/2019,16.66,2019-06-01
06/01/2015,11.37,2015-06-01
12/01/2019,21.0,2019-12-01
06/01/2013,29.99,2013-06-01
06/01/2021,28.93,2021-06-01
06/01/2013,25.27,2013-06-01
06/01/2012,32.42,2012-06-01
06/01/2012,32.28,2012-06-01
06/01/2013,29.7,2013-06-01
06/01/2012,27.79,2012-06-01
06/01/2021,28.19,2021-06-01
12/31/2015,7.3,2015-12-31
12/01/2020,6.68,2020-12-01
06/01/2011,12.16,2011-06-01
06/01/2016,7.94,2016-06-01
06/01/2016,9.47,2016-06-01
12/01/2015,9.89,2015-12-01
06/01/2011,11.09,2011-06-01
06/01/2011,12.78,2011-06-01
06/01/2010,13.31,2010-06-01
12/01/2015,7.67,2015-12-01
12/01/2020,6.54,2020-12-01
12/01/2020,7.84,2020-12-01
06/01/2010,11.48,2010-06-01
12/01/2009,9.48,2009-12-01
06/01/2010,12.34,2010-06-01
06/01/2016,8.71,2016-06-01
12/01/2020,6.51,2020-12-01
06/01/2019,8.61,2019-06-01
12/01/2019,8.24,2019-12-01
12/01/2013,7.69,2013-12-01
12/01/2016,7.3,2016-12-01
06/01/2018,7.76,2018-06-01
06/01/2020,6.27,2020-06-01
06/01/2017,7.74,2017-06-01
06/01/2009,9.6,2009-06-01
01/01/2017,6.32,2017-01-01
06/01/2015,31.84,2015-06-01
06/01/2019,29.1,2019-06-01
06/01/2015,16.3,2015-06-01
12/01/2009,17.38,2009-12-01
12/01/2018,17.83,2018-12-01
12/01/2010,18.29,2010-12-01
06/01/2010,36.52,2010-06-01
06/01/2009,28.41,2009-06-01
06/01/2020,30.89,2020-06-01
06/01/2018,6.73,2018-06-01
06/01/2020,5.96,2020-06-01
12/01/2016,21.06,2016-12-01
12/01/2012,7.61,2012-12-01
12/01/2014,7.4,2014-12-01
12/01/2010,8.44,2010-12-01
01/01/2020,5.33,2020-01-01
12/01/2010,10.28,2010-12-01
01/01/2021,5.92,2021-01-01
06/01/2013,9.34,2013-06-01
12/01/2008,24.81,2008-12-01
12/01/2017,19.73,2017-12-01
01/01/2019,10.04,2019-01-01
06/01/2020,27.74,2020-06-01
06/01/2009,27.88,2009-06-01
06/01/2009,22.97,2009-06-01
01/01/2015,12.76,2015-01-01
01/01/2020,11.01,2020-01-01
12/01/2018,15.1,2018-12-01
06/01/2019,8.2,2019-06-01
06/01/2015,9.48,2015-06-01
12/01/2009,9.8,2009-12-01
12/01/2019,7.89,2019-12-01
12/01/2009,9.28,2009-12-01
12/01/2012,9.7,2012-12-01
01/01/2018,9.14,2018-01-01
06/01/2021,9.08,2021-06-01
06/01/2021,8.64,2021-06-01
06/01/2014,8.32,2014-06-01
06/01/2015,33.18,2015-06-01
06/01/2019,29.64,2019-06-01
12/01/2010,12.91,2010-12-01
06/01/2009,10.96,2009-06-01
12/01/2012,8.77,2012-12-01
01/01/2017,7.54,2017-01-01
06/01/2021,8.15,2021-06-01
06/01/2013,9.99,2013-06-01
06/01/2012,9.93,2012-06-01
12/31/2015,7.01,2015-12-31
01/01/2018,6.59,2018-01-01
06/01/2021,7.91,2021-06-01
06/01/2012,10.33,2012-06-01
06/01/2013,10.35,2013-06-01
12/31/2015,7.5,2015-12-31
12/01/2013,9.47,2013-12-01
06/01/2017,9.58,2017-06-01
12/31/2015,10.76,2015-12-31
06/01/2013,12.02,2013-06-01
12/31/2015,9.52,2015-12-31
06/01/2021,10.23,2021-06-01
06/01/2012,9.86,2012-06-01
12/01/2013,22.42,2013-12-01
12/01/2017,21.31,2017-12-01
01/01/2019,13.5,2019-01-01
12/01/2013,24.6,2013-12-01
01/01/2019,14.67,2019-01-01
01/01/2019,19.7,2019-01-01
12/01/2017,27.52,2017-12-01
06/01/2015,17.04,2015-06-01
12/01/2019,29.27,2019-12-01
12/01/2019,28.64,2019-12-01
12/01/2019,21.27,2019-12-01
06/01/2015,16.3,2015-06-01
06/01/2021,29.19,2021-06-01
06/01/2012,33.3,2012-06-01
06/01/2021,27.89,2021-06-01
06/01/2012,33.72,2012-06-01
01/01/2018,6.56,2018-01-01
06/01/2021,7.92,2021-06-01
06/01/2012,9.98,2012-06-01
06/01/2013,10.07,2013-06-01
12/31/2015,6.99,2015-12-31
01/01/2018,6.69,2018-01-01
12/01/2015,10.19,2015-12-01
06/01/2016,9.15,2016-06-01
12/01/2015,8.6,2015-12-01
06/01/2016,8.71,2016-06-01
12/01/2015,8.41,2015-12-01
06/01/2011,31.43,2011-06-01
06/01/2010,32.27,2010-06-01
06/01/2016,34.26,2016-06-01
06/01/2010,33.97,2010-06-01
06/01/2012,19.0,2012-06-01
06/01/2013,18.74,2013-06-01
01/01/2018,19.42,2018-01-01
06/01/2012,16.61,2012-06-01
06/01/2013,16.61,2013-06-01
06/01/2013,31.79,2013-06-01
06/01/2012,34.81,2012-06-01
06/01/2013,33.88,2013-06-01
06/01/2012,37.08,2012-06-01
06/01/2021,31.98,2021-06-01
06/01/2013,15.98,2013-06-01
06/01/2012,17.13,2012-06-01
12/31/2015,17.93,2015-12-31
01/01/2018,17.25,2018-01-01
06/01/2013,14.69,2013-06-01
06/01/2013,29.25,2013-06-01
06/01/2021,18.35,2021-06-01
06/01/2013,29.16,2013-06-01
06/01/2013,20.7,2013-06-01
06/01/2012,23.58,2012-06-01
06/01/2010,26.37,2010-06-01
06/01/2012,33.35,2012-06-01
06/01/2013,30.61,2013-06-01
06/01/2021,30.45,2021-06-01
06/01/2012,34.28,2012-06-01
06/01/2013,36.84,2013-06-01
06/01/2012,40.3,2012-06-01
06/01/2013,24.71,2013-06-01
06/01/2021,16.37,2021-06-01
06/01/2013,24.15,2013-06-01
06/01/2012,8.25,2012-06-01
12/01/2009,10.42,2009-12-01
06/01/2009,10.97,2009-06-01
06/01/2014,8.99,2014-06-01
06/01/2013,10.76,2013-06-01
01/01/2018,7.53,2018-01-01
01/01/2015,3.1,2015-01-01
01/01/2015,10.7,2015-01-01
01/01/2015,36.4,2015-01-01
12/01/2011,9.99,2011-12-01
12/01/2011,12.42,2011-12-01
12/31/2015,10.32,2015-12-31
01/01/2018,9.97,2018-01-01
12/31/2015,8.86,2015-12-31
01/01/2015,0.4,2015-01-01
01/01/2015,14.3,2015-01-01
01/01/2015,4.9,2015-01-01
01/01/2015,0.3,2015-01-01
06/01/2009,11.36,2009-06-01
12/01/2012,9.7,2012-12-01
12/01/2014,10.23,2014-12-01
01/01/2017,7.93,2017-01-01
12/01/2010,15.72,2010-12-01
12/01/2014,12.11,2014-12-01
01/01/2017,9.91,2017-01-01
01/01/2013,4.3,2013-01-01
06/01/2009,26.75,2009-06-01
01/01/2021,23.32,2021-01-01
06/01/2010,29.75,2010-06-01
12/01/2015,30.85,2015-12-01
06/01/2016,24.97,2016-06-01
12/01/2010,29.77,2010-12-01
01/01/2015,9.63,2015-01-01
12/01/2018,7.91,2018-12-01
01/01/2020,6.27,2020-01-01
12/01/2014,8.63,2014-12-01
01/01/2017,7.08,2017-01-01
01/01/2021,6.43,2021-01-01
12/01/2014,10.57,2014-12-01
12/01/2009,9.68,2009-12-01
12/01/2011,8.8,2011-12-01
12/01/2013,8.46,2013-12-01
12/01/2016,7.93,2016-12-01
06/01/2017,8.62,2017-06-01
06/01/2020,6.73,2020-06-01
12/01/2008,29.68,2008-12-01
12/01/2008,28.35,2008-12-01
12/01/2017,23.83,2017-12-01
12/01/2008,31.39,2008-12-01
01/01/2019,20.24,2019-01-01
01/01/2019,18.42,2019-01-01
12/01/2017,26.55,2017-12-01
12/01/2009,19.1,2009-12-01
12/01/2012,22.95,2012-12-01
06/01/2012,33.78,2012-06-01
06/01/2013,30.69,2013-06-01
06/01/2012,34.02,2012-06-01
06/01/2021,29.24,2021-06-01
06/01/2012,33.35,2012-06-01
06/01/2012,36.6,2012-06-01
12/01/2015,8.15,2015-12-01
06/01/2010,11.44,2010-06-01
06/01/2016,7.77,2016-06-01
12/01/2015,7.6,2015-12-01
12/01/2020,6.69,2020-12-01
06/01/2010,12.64,2010-06-01
06/01/2011,12.15,2011-06-01
06/01/2016,8.89,2016-06-01
06/01/2021,8.3,2021-06-01
06/01/2012,10.13,2012-06-01
06/01/2013,9.57,2013-06-01
06/01/2013,11.07,2013-06-01
12/31/2015,8.65,2015-12-31
01/01/2018,8.16,2018-01-01
06/01/2021,9.13,2021-06-01
06/01/2019,7.79,2019-06-01
12/01/2012,11.41,2012-12-01
12/01/2009,10.05,2009-12-01
12/31/2015,25.01,2015-12-31
01/01/2018,23.63,2018-01-01
06/01/2021,16.38,2021-06-01
06/01/2012,13.35,2012-06-01
06/01/2013,12.59,2013-06-01
06/01/2012,26.55,2012-06-01
12/31/2015,15.81,2015-12-31
06/01/2013,25.31,2013-06-01
12/01/2019,7.44,2019-12-01
12/01/2012,10.06,2012-12-01
12/01/2009,9.02,2009-12-01
01/01/2020,5.93,2020-01-01
12/01/2008,10.22,2008-12-01
06/01/2014,8.32,2014-06-01
01/01/2015,8.34,2015-01-01
12/01/2008,11.4,2008-12-01
12/01/2019,7.56,2019-12-01
06/01/2019,7.79,2019-06-01
06/01/2015,8.81,2015-06-01
06/01/2019,7.56,2019-06-01
12/01/2019,7.31,2019-12-01
12/31/2015,7.11,2015-12-31
06/01/2012,11.02,2012-06-01
01/01/2018,6.95,2018-01-01
06/01/2021,27.28,2021-06-01
06/01/2012,32.45,2012-06-01
06/01/2013,29.99,2013-06-01
06/01/2021,30.23,2021-06-01
06/01/2021,14.39,2021-06-01
06/01/2021,12.32,2021-06-01
06/01/2012,10.4,2012-06-01
06/01/2013,10.31,2013-06-01
12/31/2015,7.98,2015-12-31
01/01/2018,7.3,2018-01-01
12/01/2018,7.13,2018-12-01
06/01/2014,8.03,2014-06-01
12/01/2008,10.0,2008-12-01
01/01/2015,8.18,2015-01-01
12/01/2010,9.71,2010-12-01
01/01/2020,5.99,2020-01-01
12/01/2018,6.89,2018-12-01
12/01/2008,10.6,2008-12-01
12/01/2010,10.1,2010-12-01
06/01/2014,8.48,2014-06-01
01/01/2015,8.48,2015-01-01
12/01/2018,7.16,2018-12-01
06/01/2015,9.06,2015-06-01
06/01/2019,7.39,2019-06-01
12/01/2019,7.69,2019-12-01
12/01/2012,10.25,2012-12-01
06/01/2015,9.39,2015-06-01
06/01/2012,18.52,2012-06-01
12/01/2020,6.37,2020-12-01
06/01/2011,11.35,2011-06-01
12/01/2020,6.74,2020-12-01
06/01/2021,7.98,2021-06-01
12/31/2015,7.02,2015-12-31
06/01/2013,9.88,2013-06-01
12/31/2015,9.46,2015-12-31
06/01/2021,9.08,2021-06-01
06/01/2012,10.77,2012-06-01
06/01/2021,8.99,2021-06-01
06/01/2012,12.1,2012-06-01
06/01/2019,7.54,2019-06-01
12/01/2019,7.4,2019-12-01
12/01/2012,9.79,2012-12-01
06/01/2015,9.08,2015-06-01
12/01/2019,7.45,2019-12-01
06/01/2019,7.48,2019-06-01
12/01/2012,9.74,2012-12-01
12/01/2009,9.19,2009-12-01
12/01/2009,9.25,2009-12-01
06/01/2013,30.77,2013-06-01
06/01/2021,30.47,2021-06-01
06/01/2021,28.49,2021-06-01
06/01/2015,8.94,2015-06-01
12/01/2008,9.96,2008-12-01
06/01/2010,11.73,2010-06-01
12/01/2015,8.12,2015-12-01
06/01/2016,8.05,2016-06-01
12/01/2020,6.72,2020-12-01
06/01/2010,12.34,2010-06-01
06/01/2011,11.92,2011-06-01
12/01/2020,7.35,2020-12-01
12/01/2017,10.07,2017-12-01
12/01/2008,13.5,2008-12-01
01/01/2019,6.71,2019-01-01
06/01/2013,8.04,2013-06-01
06/01/2021,9.95,2021-06-01
01/01/2009,10.0,2009-01-01
01/02/2012,6.92,2012-01-02
01/02/2012,10.21,2012-01-02
01/01/2015,16.9,2015-01-01
01/01/2005,22.3,2005-01-01
01/01/2005,30.6,2005-01-01
01/01/2009,5.8,2009-01-01
12/31/2015,11.72,2015-12-31
12/01/2013,12.08,2013-12-01
12/01/2009,12.59,2009-12-01
06/01/2018,10.8,2018-06-01
06/01/2020,8.61,2020-06-01
12/01/2009,13.02,2009-12-01
12/01/2013,12.13,2013-12-01
12/01/2011,12.15,2011-12-01
06/01/2018,10.79,2018-06-01
06/01/2020,7.89,2020-06-01
06/01/2017,11.11,2017-06-01
12/01/2016,9.74,2016-12-01
06/01/2015,10.6,2015-06-01
06/01/2010,10.98,2010-06-01
12/01/2012,12.26,2012-12-01
06/01/2019,8.27,2019-06-01
12/01/2009,12.19,2009-12-01
12/01/2019,9.13,2019-12-01
12/01/2009,10.87,2009-12-01
06/01/2019,10.09,2019-06-01
12/01/2019,10.31,2019-12-01
12/01/2009,8.89,2009-12-01
01/01/2018,8.11,2018-01-01
12/31/2015,6.97,2015-12-31
06/01/2021,8.2,2021-06-01
06/01/2012,11.76,2012-06-01
06/01/2013,11.69,2013-06-01
12/31/2015,9.18,2015-12-31
06/01/2021,9.74,2021-06-01
01/01/2018,6.51,2018-01-01
01/01/2018,8.39,2018-01-01
06/01/2013,9.42,2013-06-01
06/01/2012,9.9,2012-06-01
12/01/2010,11.71,2010-12-01
12/01/2008,12.39,2008-12-01
01/01/2020,7.65,2020-01-01
12/01/2018,9.83,2018-12-01
06/01/2014,23.06,2014-06-01
12/01/2018,26.48,2018-12-01
01/01/2020,20.27,2020-01-01
12/01/2018,20.12,2018-12-01
06/01/2018,28.95,2018-06-01
06/01/2017,27.53,2017-06-01
06/01/2009,27.57,2009-06-01
06/01/2018,28.48,2018-06-01
06/01/2020,26.96,2020-06-01
12/01/2010,9.78,2010-12-01
12/01/2008,9.84,2008-12-01
12/01/2010,9.49,2010-12-01
06/01/2014,8.04,2014-06-01
12/01/2009,11.28,2009-12-01
12/01/2012,12.13,2012-12-01
01/01/2017,17.79,2017-01-01
12/01/2014,24.13,2014-12-01
06/01/2013,18.07,2013-06-01
12/31/2015,19.31,2015-12-31
01/01/2018,18.33,2018-01-01
06/01/2019,31.03,2019-06-01
12/01/2010,24.11,2010-12-01
12/01/2008,24.98,2008-12-01
06/01/2014,15.65,2014-06-01
01/01/2015,20.01,2015-01-01
12/01/2018,21.88,2018-12-01
01/01/2020,15.71,2020-01-01
06/01/2015,31.08,2015-06-01
06/01/2019,15.08,2019-06-01
06/01/2012,30.97,2012-06-01
06/01/2021,29.91,2021-06-01
06/01/2012,33.05,2012-06-01
06/01/2013,30.38,2013-06-01
06/01/2021,30.29,2021-06-01
06/01/2013,28.35,2013-06-01
06/01/2013,29.02,2013-06-01
06/01/2012,31.48,2012-06-01
01/01/2018,17.15,2018-01-01
12/01/2011,19.36,2011-12-01
12/01/2011,21.83,2011-12-01
06/01/2009,27.12,2009-06-01
06/01/2017,27.7,2017-06-01
06/01/2020,29.99,2020-06-01
01/01/2009,6.5,2009-01-01
01/01/2009,14.4,2009-01-01
01/01/2009,3.4,2009-01-01
01/01/2009,17.4,2009-01-01
12/01/2009,19.01,2009-12-01
12/01/2009,14.07,2009-12-01
06/01/2015,6.99,2015-06-01
06/01/2012,40.3,2012-06-01
06/01/2012,9.78,2012-06-01
12/31/2015,6.8,2015-12-31
06/01/2021,8.15,2021-06-01
12/01/2015,5.92,2015-12-01
06/01/2016,6.87,2016-06-01
06/01/2010,10.74,2010-06-01
01/01/2018,6.36,2018-01-01
06/01/2013,10.71,2013-06-01
06/01/2012,10.77,2012-06-01
12/31/2015,8.14,2015-12-31
01/01/2018,7.57,2018-01-01
06/01/2015,9.98,2015-06-01
12/01/2012,9.55,2012-12-01
06/01/2015,8.68,2015-06-01
12/01/2009,8.64,2009-12-01
06/01/2019,7.43,2019-06-01
12/01/2019,7.24,2019-12-01
06/01/2013,36.84,2013-06-01
06/01/2021,34.81,2021-06-01
12/31/2015,11.72,2015-12-31
01/01/2018,10.52,2018-01-01
12/01/2018,6.44,2018-12-01
01/01/2020,5.7,2020-01-01
12/01/2008,10.99,2008-12-01
12/01/2010,10.6,2010-12-01
06/01/2014,9.05,2014-06-01
12/01/2018,8.01,2018-12-01
01/01/2020,6.56,2020-01-01
12/01/2020,6.33,2020-12-01
12/01/2009,7.99,2009-12-01
06/01/2013,9.45,2013-06-01
06/01/2012,9.41,2012-06-01
12/01/2015,8.76,2015-12-01
12/01/2020,6.84,2020-12-01
06/01/2010,11.39,2010-06-01
06/01/2011,11.15,2011-06-01
12/01/2015,7.42,2015-12-01
06/01/2016,7.57,2016-06-01
06/01/2021,8.34,2021-06-01
06/01/2012,9.95,2012-06-01
06/01/2013,31.12,2013-06-01
06/01/2012,18.99,2012-06-01
12/31/2015,20.38,2015-12-31
06/01/2012,16.21,2012-06-01
06/01/2013,16.57,2013-06-01
12/31/2015,17.56,2015-12-31
06/01/2013,9.85,2013-06-01
12/31/2015,7.12,2015-12-31
01/01/2018,6.69,2018-01-01
06/01/2021,7.98,2021-06-01
06/01/2012,11.02,2012-06-01
06/01/2012,11.18,2012-06-01
06/01/2013,10.93,2013-06-01
01/01/2018,7.7,2018-01-01
06/01/2021,8.79,2021-06-01
06/01/2012,9.98,2012-06-01
06/01/2013,10.07,2013-06-01
12/31/2015,6.99,2015-12-31
12/31/2015,8.21,2015-12-31
12/01/2008,27.72,2008-12-01
12/01/2010,25.46,2010-12-01
06/01/2020,10.0,2020-06-01
12/01/2010,9.57,2010-12-01
12/01/2008,9.95,2008-12-01
06/01/2014,8.1,2014-06-01
01/01/2015,8.2,2015-01-01
12/01/2018,6.93,2018-12-01
01/01/2020,5.97,2020-01-01
12/01/2009,10.05,2009-12-01
06/01/2015,8.29,2015-06-01
06/01/2017,10.93,2017-06-01
12/01/2016,9.76,2016-12-01
06/01/2009,10.92,2009-06-01
01/01/2017,7.53,2017-01-01
06/01/2009,10.79,2009-06-01
12/01/2014,9.12,2014-12-01
01/01/2021,6.55,2021-01-01
12/01/2012,9.06,2012-12-01
12/01/2010,13.92,2010-12-01
06/01/2009,10.6,2009-06-01
12/01/2010,13.3,2010-12-01
06/01/2009,11.5,2009-06-01
12/01/2012,10.35,2012-12-01
12/01/2010,14.37,2010-12-01
12/01/2014,10.57,2014-12-01
01/01/2021,7.55,2021-01-01
06/01/2009,13.83,2009-06-01
06/01/2013,14.59,2013-06-01
06/01/2012,14.32,2012-06-01
